,news_title,time,news_theme
481,481,481,【为让孩子在山区上网课 #妈妈室外搭棚子追信号#】近日，一位在室外上课的小学生在快手走红。湖北长阳，小学生毕梦琪在家中上网课，但是大山里的信号弱。为了追逐信号，她妈妈在室外的开阔空间，用透明薄膜和竹条搭了个棚，女儿在里面上课，不仅可以挡风挡雨，光线和信号也都好。网友：这位妈妈辛苦了 展开全文c
482,482,482,宅家这么些天，各位是不是都胖了？来说说你#宅家最爱吃的零食排行#是怎样的？我先来，刚吃了一箱薯片！
483,483,483,【吃上大馒头了！#山东医疗队馒头吃播#】 18日，山东援湖北国家医疗队获捐一批山东运来的大馒头，晚餐时间，4位队员打开微信视频，开了一期馒头“吃播”。队员张倩说，“家乡的山东人民心系着我们，知道我们可能不习惯长期吃米饭，就给寄了大馒头，真的很感动。”@大众网 L大众网的微博视频
484,484,484,【武汉社区拉网式大排查最后一天，挨家挨户测体温】密切接触者找全了吗？如何做到“不漏一户，不漏一人”？2月17日，武汉开展为期3天的集中拉网式大排查。澎湃新闻跟访江夏区邬树村社区工作者，直击挨家挨户全面排查。 L澎湃新闻的微博视频 . #武汉再发现居家确诊病人将问责#
485,485,485,"这是什么神仙联名！！！
Colourpop 美少女战士，包装太可爱了！
眼影盘配色挺适合春夏的，亮片色都好看！
#饼干唇膏# #美少女战士联名彩妆#"
486,486,486,【国家卫健委：#特定条件下存在气溶胶传播可能#】2020年2月19日，国家卫生健康委员会发布了《新型冠状病毒肺炎诊疗方案（试行第六版）》，其中增加“在相对封闭的环境中长时间暴露于高浓度气溶胶情况下中存在经气溶胶传播的可能。”删除“目前没有确认有效的抗新型冠状病毒治疗方法。”在试用药物中， 展开全文c
487,487,487,#在床上上网课的三个步骤# #我上网课的状态# 【投票：#你喜欢上网课吗#？】停课不停学，延迟开学的你在家被爸妈嫌弃了吗？你是网课学困生吗？小伙伴们在家都是用什么姿势上课呢？你喜欢上网课吗？ 你喜欢上网课吗？
488,488,488,炸酱面：在家就能拉面，做法简单劲道十足，配上炸酱，喜欢的马住~#宅家美食pk赛# #网购频率最高的零食# @鲜城 @微博美食 L夏妈厨房的微博视频
489,489,489,#在家这些天我的房间#理想型房间
490,490,490,【湖南一女子#2次检测阴性出院后又确诊#】湖南常德市卫健委2月18日的疫情通报显示，“病例71”曾两次入院。1月19日，汤女士和家人从北京返湘途中曾宿武汉，29日出现症状。1月31日，汤女士入院隔离治疗，2次检测阴性后于2月4日出院。回家当晚，她再次出现发热等症状。2月6日，汤女士再入院，9日被确诊。 展开全文c
491,491,491,#早餐吃什么# #早餐不重样# 【教你制作玉米烙】营养又美味，快动手做起来~ 更多美食制作技巧，欢迎关注@大众美食团
492,492,492,"#中日互相报道同一个事情的时代#
今天日本媒体报道中国媒体报道日本媒体报道2月16号全日本50万人参加马拉松的事情。（图一）

2月16号
日本媒体报道：全日本将有50万人参加马拉松
2月17号
中国媒体报道：据日本媒体报道50万人参加马拉松
（中国很多网友都说很危险）
2月19日
日本媒体报道：关于50万人 展开全文c"
493,493,493,#一线医生如何给眼镜止雾#【实用！一线医生教你一个小技巧，眼镜止雾6小时！】当一线的医护人员穿上防护服、戴上护目镜，时间久了，总免不了镜片起雾的现象，有时还会影响工作。广东支援武汉医疗队广东省人民医院感染科副主任医师马晓军教大家一个小技巧，一次操作让镜片止雾6小时，戳视频↓↓ 展开全文c
494,494,494,#你和别人熬夜的区别#，你最近有熬夜吗？ 你最近有熬夜吗？
495,495,495,#钻石公主号累计确诊621例新冠肺炎#【中国驻日大使馆：#钻石公主号47名中国同胞确诊#】据中国驻日本大使馆最新消息，截至19日，船上有47名中国同胞被确诊，其中2人来自中国内地，44人来自中国香港，1人来自中国台湾。钻石公主号542例新冠病毒肺炎患者的国籍信息公布，他们来自25个国家，日本人最 展开全文c
496,496,496,【愿平安！#巴基斯坦不明毒气致14人死亡#：400人伤，伤者普遍呼吸困难胸闷胃痛】巴基斯坦卫生部门称，16日信德省基亚马里地区发生不明气体泄露，至今已造成14人死亡，近400人受伤。伤者普遍有呼吸困难、胃痛、眼睛灼热和胸闷的情况。相关部门怀疑该气体是硫化氢，可能通过污水处理系统产生。@时差视频 展开全文c
497,497,497,#高露气质# 高露出演了知否的林小娘和都挺好的大嫂吴非，现在又出演新剧完美关系了，和陈数佟丽娅同场，气质依然能打，你觉得高露气质怎么样？
498,498,498,#女孩子追星的三种状态#真实了
499,499,499,#美少女战士联名彩妆#又来抢钱了！！
500,500,500,【辟谣！#北京大中小学3月初开学不实#】今天，个别网民发布消息称北京大中小学将于3月初开学。对此，北京市教委明确表示，这是一条虚假信息。市教委强调，目前，防控疫情是首要任务，开学时间要视疫情发展来定。请广大网友从官方权威渠道获取信息，不传谣、不信谣！（中青报·中青网记者 樊未晨）
501,501,501,【外交部：即日起#吊销华尔街日报3名驻京记者记者证#】2月19日，外交部发言人耿爽在网上例行记者会上表示，2月3日，《华尔街日报》刊发美国巴德学院教授米德（Walter Russell Mead）撰写的评论文章。该文诋毁中国政府和中国人民抗击疫情的努力，报社编辑还为文章加上了《中国是真正的“亚洲病夫”》这 展开全文c
503,503,503,#强制休息令#【#多地为战疫一线人员发强制休息令# 泪目 转起致敬！】好好休息，请一定照顾好自己！即刻执行！
504,504,504,"脆皮🔅炸牛奶&炸可可🔆
外酥里嫩de炸鲜奶，奶香浓郁
一次做了两种，普通的炸牛奶和加了可可粉的炸可可🍫，下午茶来一份真的美滋滋
老人小孩都爱吃的甜品，快试试轻松易学❗️
准备材料：纯牛奶600ml、玉米淀粉80g、白糖30g、面包糠、淀粉（蘸用）、鸡蛋2个
✅ 牛奶倒入锅里，小火加 展开全文c"
505,505,505,#霉霉撞衫白展堂# 这回还真不知道先夸谁的好了hhh，这都能被想起来，武林外传是看了多少遍啊你们
506,506,506,【#浙江首例患者因摔断肋骨确诊#：现在已经痊愈，每天看新闻看到眼睛充血】#周刊君与你共同战疫#杨先生是浙江省首例确诊肺炎患者。2020年1月3日，他从武汉返回温州，路上感觉有些凉，以为是普通感冒，打了2天点滴后，体温又上升到39度。后来洗澡时摔了一跤，感觉胸口疼痛，到医院检查后查出肺炎 展开全文c
507,507,507,"#孙红雷演技#
铁林把金海诱骗进屋然后偷袭了他，
一心想置大哥于死地！
中枪后的金海满眼不可置信
但他还是挣扎着劝兄弟收手
孙红雷演技太好了"
508,508,508,【#世卫组织不提高疫情全球风险级别#】17日，世卫组织总干事谭德塞表示，世卫组织维持此前评估，即#新冠肺炎并非全球性流行病#，也不会提高疫情的全球范围风险级别。世卫组织还表示，采用新冠肺炎康复者血浆治疗新冠肺炎的疗法值得进一步研究。 （央视）L人民网的秒拍视频
509,509,509,【为一线医护人员安排车辆接送上下班】国家卫健委医政医管局副局长焦雅辉：①将湖北一线医务人员的临时性工作补助标准提高一倍，薪酬待遇提高两倍。②严厉打击疫情防控期间涉医违法犯罪行为。③从全国调集防护用品。④为医务人员发放必要的洗护用品、卫生用品等。⑤就近安排住宿，安排车辆接送上下班。 展开全文c
510,510,510,【#钻石公主号所有人员样本采集完毕#】日本厚生劳动大臣加藤胜信18日表示，目前“钻石公主号”邮轮上的所有人员用于检测新冠肺炎的样本已经采集完毕。#钻石公主号无感染人员19日起下船#，#预计21日钻石公主号所有人将下船#。（人民日报刘军国）
511,511,511,"#全国累计确诊新冠肺炎72436例#【#全国新增新冠肺炎1886例#】2月17日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例1886例，新增重症病例1097例，新增死亡病例98例（湖北93例，河南3例，河北、湖南各1例），新增疑似病例1432例。
当日新增治愈出院病例1701例，解除医学观察的 展开全文c"
512,512,512,【#黑龙江疫情重点地区实施严九条#：#哈尔滨多区封闭管理#】18日，黑龙江省新冠肺炎疫情工作领导小组指挥部发布通知，将在确诊病例10例及以上的县（市、区）实施9条最严格的管控办法，简称“严九条”。措施包括：封住城、关住门、管住人、禁聚集、早隔离、控经营、严执法、保民生、抓督战等。 展开全文c
513,513,513,【#孝感缺N95防护服无创呼吸机#】湖北省孝感市中心医院，是孝感唯一的三甲医院。截至今早8点，收治在院的确诊患者322人。副院长刘晓安：我们医院的防护物资供应得到了一定缓解，但部分防疫物资仍比较缺乏，比如N95、防护服、无创呼吸机。利用这个机会我也向社会各界表示感谢，希望大家继续支持帮助！ 展开全文c
514,514,514,#贺繁星向元宋求婚##宋威龙暖心# 元宋一路成长，@宋威龙99 温柔依旧，看看我们的暖心弟弟吧！
515,515,515,【#武汉疫情防控特别优秀的可破格提拔#，#将疫情防控列为干部考核重要内容#】武汉市委组织部、武汉市人力资源和社会保障局联合印发关于做好在打赢疫情防控阻击战中及时奖励工作的通知，奖励和激励广大干部职工充分发挥先锋模范作用，全力打赢疫情防控的人民战、总体战、阻击战。通知说，及时奖励工作对 展开全文c
516,516,516,【#韩国派总统专机赴钻石公主号接侨#，回国后接受14天隔离观察】据韩国外交部17日消息，韩政府计划于18日派出总统专机接回被困在日本邮轮「钻石公主号」的部分韩国公民。邮轮上共有14名韩国籍人员，被接回国后都将接受14天的隔离观察。目前邮轮上的韩籍人员并无确诊病例。 @时差视频 展开全文c
517,517,517,"#小笼包香皂# 也太可爱惹吧~
我肯定不舍得用
（好认真的小笼子哈哈哈哈"
518,518,518,"【年糕怎么做最好吃？和它搭准没错】
好久没吃牛肉了，为了庆祝我减肥有了那么一点点效果今天来做一道好吃到爆汁的黑椒牛肉炒年糕吧。嫩滑入味的牛肉和软糯Q弹的年糕拌在一起，绝对是最好吃的神仙组合～
#宅家美食PK赛# #一人食吃播# @鲜城 L小白便当EasyBento的微博视频"
